DateTime,Junction,Vehicles,ID,Temperature,Precipitation,Wind Speed,Relative Humidity,Day_Name,Weekend_flag,Event_name,Event_category,Event_flag
02-11-2015 00:00,1,-0.423681881,20151102001,-0.662717029,3.226898371,-0.217859078,1.332140725,Monday,0,No Event,No Event,0
02-11-2015 01:00,1,-0.520068134,20151102011,-0.685183677,3.180870056,-0.01770872,1.316005367,Monday,0,No Event,No Event,0
02-11-2015 02:00,1,-0.423681881,20151102021,-0.709378529,2.843780334,-0.169546923,1.320883498,Monday,0,No Event,No Event,0
02-11-2015 03:00,1,-0.520068134,20151102031,-0.726660566,2.581148181,-0.335188599,1.316380608,Monday,0,No Event,No Event,0
02-11-2015 04:00,1,-0.520068134,20151102041,-0.743942603,2.07077539,-0.466321592,1.31750633,Monday,0,No Event,No Event,0
02-11-2015 05:00,1,-0.568261261,20151102051,-0.762952844,1.433147844,-0.576749376,1.324635907,Monday,0,No Event,No Event,0
02-11-2015 06:00,1,-0.471875007,20151102061,-0.743942603,0.968803368,-0.54914243,1.310751994,Monday,0,No Event,No Event,0
02-11-2015 07:00,1,-0.423681881,20151102071,-0.619511936,0.52070418,-0.348992072,1.218817978,Monday,0,No Event,No Event,0
02-11-2015 08:00,1,-0.520068134,20151102081,-0.438050546,1.504897865,-0.100529558,0.971158995,Monday,0,No Event,No Event,0
02-11-2015 09:00,1,-0.038136868,20151102091,-0.215112267,1.63215262,0.030603436,0.643948945,Monday,0,No Event,No Event,0
02-11-2015 10:00,1,0.443794399,20151102101,0.013010623,2.476907585,0.134129483,0.332123772,Monday,0,No Event,No Event,0
02-11-2015 11:00,1,0.395601272,20151102111,0.194472013,4.204323186,0.175539902,0.152008148,Monday,0,No Event,No Event,0
02-11-2015 12:00,1,0.588373779,20151102121,0.27224118,6.188955845,0.12032601,0.086716234,Monday,0,No Event,No Event,0
02-11-2015 13:00,1,0.154635639,20151102131,0.234220698,7.558975115,-0.01770872,0.125741286,Monday,0,No Event,No Event,0
02-11-2015 14:00,1,0.540180652,20151102141,0.111518235,7.706536479,-0.245466024,0.28484342,Monday,0,No Event,No Event,0
02-11-2015 15:00,1,0.347408146,20151102151,-0.005999618,7.739027055,-0.521535484,0.466460008,Monday,0,No Event,No Event,0
02-11-2015 16:00,1,0.202828766,20151102161,-0.152896934,7.793178014,-0.928737937,0.73926013,Monday,0,No Event,No Event,0
02-11-2015 17:00,1,0.202828766,20151102171,-0.353368564,7.507531704,-1.266923026,1.067971143,Monday,0,No Event,No Event,0
02-11-2015 18:00,1,0.058249386,20151102181,-0.493353065,7.762041212,-1.411859492,1.246961044,Monday,0,No Event,No Event,0
02-11-2015 19:00,1,0.154635639,20151102191,-0.578035047,7.567097759,-1.384252546,1.294616636,Monday,0,No Event,No Event,0
02-11-2015 20:00,1,0.299215019,20151102201,-0.650619603,7.873050679,-1.342842127,1.33026452,Monday,0,No Event,No Event,0
02-11-2015 21:00,1,0.443794399,20151102211,-0.705922122,7.201578784,-1.301431708,1.362159995,Monday,0,No Event,No Event,0
02-11-2015 22:00,1,0.347408146,20151102221,-0.747399011,6.046809577,-1.266923026,1.38129728,Monday,0,No Event,No Event,0
02-11-2015 23:00,1,0.202828766,20151102231,-0.77505027,5.119474399,-1.232414343,1.392179266,Monday,0,No Event,No Event,0
03-11-2015 00:00,1,-0.086329994,20151103001,-0.797516918,4.343761907,-1.204807397,1.400809806,Tuesday,0,No Event,No Event,0
03-11-2015 01:00,1,-0.230909374,20151103011,-0.814798955,3.874002335,-1.232414343,1.399684084,Tuesday,0,No Event,No Event,0
03-11-2015 02:00,1,-0.182716248,20151103021,-0.837265604,3.194407795,-1.308333445,1.401935529,Tuesday,0,No Event,No Event,0
03-11-2015 03:00,1,-0.471875007,20151103031,-0.866645067,2.146586733,-1.363547337,1.404562215,Tuesday,0,No Event,No Event,0
03-11-2015 04:00,1,-0.568261261,20151103041,-0.899480937,1.490006351,-1.384252546,1.41094131,Tuesday,0,No Event,No Event,0
03-11-2015 05:00,1,-0.568261261,20151103051,-0.934045012,0.957973176,-1.398056019,1.415819442,Tuesday,0,No Event,No Event,0
03-11-2015 06:00,1,-0.568261261,20151103061,-0.823439974,0.722416503,-1.094379613,1.361784754,Tuesday,0,No Event,No Event,0
03-11-2015 07:00,1,-0.423681881,20151103071,-0.578035047,1.533327119,-0.721685842,1.215816051,Tuesday,0,No Event,No Event,0
03-11-2015 08:00,1,-0.375488754,20151103081,-0.289425027,-0.126399784,-0.763096261,0.938137798,Tuesday,0,No Event,No Event,0
03-11-2015 09:00,1,0.299215019,20151103091,0.061400327,-0.043819571,-0.790703207,0.528374753,Tuesday,0,No Event,No Event,0
03-11-2015 10:00,1,0.491987525,20151103101,0.306805254,-0.003206351,-0.783801471,0.247694573,Tuesday,0,No Event,No Event,0
03-11-2015 11:00,1,0.443794399,20151103111,0.42605131,0.134878595,-0.82521189,0.128367972,Tuesday,0,No Event,No Event,0
03-11-2015 12:00,1,0.443794399,20151103121,0.474441014,0.425940001,-0.852818836,0.065327504,Tuesday,0,No Event,No Event,0
03-11-2015 13:00,1,0.299215019,20151103131,0.455430773,0.51393531,-0.839015363,0.07208184,Tuesday,0,No Event,No Event,0
03-11-2015 14:00,1,0.202828766,20151103141,0.322359087,0.421878679,-0.908032728,0.202665667,Tuesday,0,No Event,No Event,0
03-11-2015 15:00,1,0.154635639,20151103151,0.163364346,0.398864522,-1.052969194,0.396289963,Tuesday,0,No Event,No Event,0
03-11-2015 16:00,1,0.251021892,20151103161,-0.014640636,0.38803433,-1.301431708,0.682973997,Tuesday,0,No Event,No Event,0
03-11-2015 17:00,1,0.154635639,20151103171,-0.215112267,0.313576761,-1.446368175,0.959526528,Tuesday,0,No Event,No Event,0
03-11-2015 18:00,1,0.106442512,20151103181,-0.342999342,0.363666398,-1.591304641,1.190674912,Tuesday,0,No Event,No Event,0
03-11-2015 19:00,1,0.299215019,20151103191,-0.417312102,0.366373946,-1.584402904,1.200055934,Tuesday,0,No Event,No Event,0
03-11-2015 20:00,1,0.154635639,20151103201,-0.474342824,0.355543754,-1.577501168,1.260469716,Tuesday,0,No Event,No Event,0
03-11-2015 21:00,1,0.058249386,20151103211,-0.512363306,0.476029639,-1.522287276,1.312628199,Tuesday,0,No Event,No Event,0
03-11-2015 22:00,1,0.106442512,20151103221,-0.531373547,0.569440043,-1.391154283,1.339270301,Tuesday,0,No Event,No Event,0
03-11-2015 23:00,1,-0.134523121,20151103231,-0.555568399,0.669619318,-1.156495242,1.348276083,Tuesday,0,No Event,No Event,0
04-11-2015 00:00,1,-0.230909374,20151104001,-0.576306843,0.79281275,-0.921836201,1.352028491,Wednesday,0,No Event,No Event,0
04-11-2015 01:00,1,-0.230909374,20151104011,-0.602229899,0.874039189,-0.769997998,1.352028491,Wednesday,0,No Event,No Event,0
04-11-2015 02:00,1,-0.471875007,20151104021,-0.65407601,0.67368064,-0.749292788,1.354655178,Wednesday,0,No Event,No Event,0
04-11-2015 03:00,1,-0.471875007,20151104031,-0.693824696,0.439477741,-0.562945903,1.354655178,Wednesday,0,No Event,No Event,0
04-11-2015 04:00,1,-0.616454387,20151104041,-0.731845177,0.239119192,-0.424911173,1.343773192,Wednesday,0,No Event,No Event,0
04-11-2015 05:00,1,-0.520068134,20151104051,-0.781963085,0.08885028,-0.459419856,1.329138798,Wednesday,0,No Event,No Event,0
04-11-2015 06:00,1,-0.471875007,20151104061,-0.795788715,-0.043819571,-0.618159795,1.327262593,Wednesday,0,No Event,No Event,0
04-11-2015 07:00,1,-0.568261261,20151104071,-0.745670807,-0.099324304,-0.700980633,1.289363264,Wednesday,0,No Event,No Event,0
04-11-2015 08:00,1,-0.471875007,20151104081,-0.641978584,0.167369171,-0.700980633,1.170036663,Wednesday,0,No Event,No Event,0
04-11-2015 09:00,1,-0.038136868,20151104091,-0.42595312,0.346067336,-0.673373687,0.902489914,Wednesday,0,No Event,No Event,0
04-11-2015 10:00,1,0.154635639,20151104101,0.002641401,0.375850364,-0.459419856,0.448448445,Wednesday,0,No Event,No Event,0
04-11-2015 11:00,1,0.202828766,20151104111,0.298164236,0.505812666,-0.29377818,0.162139652,Wednesday,0,No Event,No Event,0
04-11-2015 12:00,1,0.395601272,20151104121,0.443333347,0.65337403,-0.390402491,0.055946482,Wednesday,0,No Event,No Event,0
04-11-2015 13:00,1,0.058249386,20151104131,0.5141897,0.786043881,-0.590552849,-0.012347359,Wednesday,0,No Event,No Event,0
04-11-2015 14:00,1,0.010056259,20151104141,0.484810236,0.691279702,-0.873524045,-0.014598804,Wednesday,0,No Event,No Event,0
04-11-2015 15:00,1,0.154635639,20151104151,0.403584662,0.665557996,-1.004657039,0.040936846,Wednesday,0,No Event,No Event,0
04-11-2015 16:00,1,0.154635639,20151104161,0.222123272,0.876746737,-1.046067458,0.332123772,Wednesday,0,No Event,No Event,0
04-11-2015 17:00,1,0.058249386,20151104171,-0.128702082,1.161039274,-1.142691769,0.832695109,Wednesday,0,No Event,No Event,0
04-11-2015 18:00,1,0.010056259,20151104181,-0.336086527,1.395242173,-0.908032728,1.019189828,Wednesday,0,No Event,No Event,0
04-11-2015 19:00,1,0.106442512,20151104191,-0.443235157,1.471053516,-0.418009437,1.110373363,Wednesday,0,No Event,No Event,0
04-11-2015 20:00,1,0.154635639,20151104201,-0.534829954,1.473761064,-0.162645186,1.231200927,Wednesday,0,No Event,No Event,0
04-11-2015 21:00,1,0.058249386,20151104211,-0.610870917,1.496775221,-0.245466024,1.306249104,Wednesday,0,No Event,No Event,0
04-11-2015 22:00,1,0.154635639,20151104221,-0.68172727,1.280171384,-0.542240694,1.352778973,Wednesday,0,No Event,No Event,0
04-11-2015 23:00,1,0.058249386,20151104231,-0.737029788,1.109595862,-0.756194525,1.376043908,Wednesday,0,No Event,No Event,0
05-11-2015 00:00,1,-0.182716248,20151105001,-0.785419492,1.058152451,-0.852818836,1.386175412,Thursday,0,No Event,No Event,0
05-11-2015 01:00,1,-0.134523121,20151105011,-0.828624585,0.921421279,-0.866622309,1.391428784,Thursday,0,No Event,No Event,0
05-11-2015 02:00,1,-0.230909374,20151105021,-0.871829678,0.841548614,-0.894229255,1.394805952,Thursday,0,No Event,No Event,0
05-11-2015 03:00,1,-0.471875007,20151105031,-0.915034771,0.689925928,-0.887327518,1.396306916,Thursday,0,No Event,No Event,0
05-11-2015 04:00,1,-0.471875007,20151105041,-0.95651166,0.425940001,-0.866622309,1.396682157,Thursday,0,No Event,No Event,0
05-11-2015 05:00,1,-0.664647514,20151105051,-0.999716753,0.228289,-0.880425782,1.397057397,Thursday,0,No Event,No Event,0
05-11-2015 06:00,1,-0.520068134,20151105061,-0.951327049,0.002208745,-0.507732011,1.353904696,Thursday,0,No Event,No Event,0
05-11-2015 07:00,1,-0.520068134,20151105071,-0.718019548,-0.150767715,0.092719064,1.209061715,Thursday,0,No Event,No Event,0
05-11-2015 08:00,1,-0.375488754,20151105081,-0.334358323,-0.236055476,0.624152774,0.819186438,Thursday,0,No Event,No Event,0
05-11-2015 09:00,1,-0.327295627,20151105091,0.097692605,-0.236055476,0.955436126,0.281466252,Thursday,0,No Event,No Event,0
05-11-2015 10:00,1,0.010056259,20151105101,0.367292384,-0.236055476,0.955436126,0.02555197,Thursday,0,No Event,No Event,0
05-11-2015 11:00,1,0.058249386,20151105111,0.524558922,-0.236055476,0.762187504,-0.111035711,Thursday,0,No Event,No Event,0
05-11-2015 12:00,1,0.106442512,20151105121,0.605784496,-0.236055476,0.527528463,-0.194339187,Thursday,0,No Event,No Event,0
05-11-2015 13:00,1,0.058249386,20151105131,0.619610126,-0.236055476,0.285967686,-0.223232735,Thursday,0,No Event,No Event,0
05-11-2015 14:00,1,0.154635639,20151105141,0.557394792,-0.236055476,0.092719064,-0.215727918,Thursday,0,No Event,No Event,0
05-11-2015 15:00,1,-0.038136868,20151105151,0.476169218,-0.236055476,-0.052217402,-0.175952384,Thursday,0,No Event,No Event,0
05-11-2015 16:00,1,-0.134523121,20151105161,0.260143754,-0.236055476,-0.452518119,0.054445518,Thursday,0,No Event,No Event,0
05-11-2015 17:00,1,-0.134523121,20151105171,-0.203014841,-0.236055476,-1.039165721,0.653705208,Thursday,0,No Event,No Event,0
05-11-2015 18:00,1,-0.038136868,20151105181,-0.482983843,-0.236055476,-1.004657039,0.839824686,Thursday,0,No Event,No Event,0
05-11-2015 19:00,1,0.154635639,20151105191,-0.610870917,-0.236055476,-0.880425782,0.925004367,Thursday,0,No Event,No Event,0
05-11-2015 20:00,1,-0.038136868,20151105201,-0.716291344,-0.236055476,-0.797604944,1.032323259,Thursday,0,No Event,No Event,0
05-11-2015 21:00,1,-0.086329994,20151105211,-0.807886141,-0.236055476,-0.769997998,1.156152751,Thursday,0,No Event,No Event,0
05-11-2015 22:00,1,-0.086329994,20151105221,-0.894296326,-0.236055476,-0.797604944,1.279607001,Thursday,0,No Event,No Event,0
05-11-2015 23:00,1,-0.086329994,20151105231,-0.991075734,-0.236055476,-0.873524045,1.427451909,Thursday,0,No Event,No Event,0
06-11-2015 00:00,1,-0.327295627,20151106001,-1.053291068,-0.236055476,-0.901130991,1.458972143,Friday,0,No Event,No Event,0
06-11-2015 01:00,1,-0.230909374,20151106011,-1.055019272,-0.236055476,-0.859720572,1.458972143,Friday,0,No Event,No Event,0
06-11-2015 02:00,1,-0.182716248,20151106021,-1.072301309,-0.236055476,-0.935639674,1.458972143,Friday,0,No Event,No Event,0
06-11-2015 03:00,1,-0.423681881,20151106031,-1.112049994,-0.236055476,-1.039165721,1.458972143,Friday,0,No Event,No Event,0
06-11-2015 04:00,1,-0.520068134,20151106041,-1.151798679,-0.236055476,-1.066772667,1.458972143,Friday,0,No Event,No Event,0
06-11-2015 05:00,1,-0.471875007,20151106051,-1.189819161,-0.236055476,-1.039165721,1.458972143,Friday,0,No Event,No Event,0
06-11-2015 06:00,1,-0.423681881,20151106061,-1.075757716,-0.236055476,-0.480125065,1.313753921,Friday,0,No Event,No Event,0
06-11-2015 07:00,1,-0.423681881,20151106071,-0.669629844,-0.236055476,0.085817328,0.785039517,Friday,0,No Event,No Event,0
06-11-2015 08:00,1,-0.471875007,20151106081,-0.166722563,-0.236055476,0.775990977,0.184654105,Friday,0,No Event,No Event,0
06-11-2015 09:00,1,-0.134523121,20151106091,0.16509255,-0.236055476,1.190095167,-0.102780412,Friday,0,No Event,No Event,0
06-11-2015 10:00,1,-0.038136868,20151106101,0.382846217,-0.236055476,1.190095167,-0.258130137,Friday,0,No Event,No Event,0
06-11-2015 11:00,1,0.154635639,20151106111,0.529743533,-0.236055476,1.031355227,-0.338431686,Friday,0,No Event,No Event,0
06-11-2015 12:00,1,0.154635639,20151106121,0.581589644,-0.236055476,0.796696187,-0.343685059,Friday,0,No Event,No Event,0
06-11-2015 13:00,1,-0.086329994,20151106131,0.576405033,-0.236055476,0.555135409,-0.311789584,Friday,0,No Event,No Event,0
06-11-2015 14:00,1,0.010056259,20151106141,0.50036407,-0.236055476,0.327378105,-0.243495743,Friday,0,No Event,No Event,0
06-11-2015 15:00,1,0.010056259,20151106151,0.36556418,-0.236055476,0.154834692,-0.129047274,Friday,0,No Event,No Event,0
06-11-2015 16:00,1,-0.182716248,20151106161,0.168548957,-0.236055476,-0.176448659,0.087841957,Friday,0,No Event,No Event,0
06-11-2015 17:00,1,-0.182716248,20151106171,-0.225481489,-0.236055476,-0.94254141,0.635318405,Friday,0,No Event,No Event,0
06-11-2015 18:00,1,-0.134523121,20151106181,-0.42595312,-0.236055476,-0.901130991,0.833445591,Friday,0,No Event,No Event,0
06-11-2015 19:00,1,0.058249386,20151106191,-0.512363306,-0.236055476,-0.694078896,0.918625272,Friday,0,No Event,No Event,0
06-11-2015 20:00,1,-0.230909374,20151106201,-0.600501695,-0.236055476,-0.576749376,1.034574704,Friday,0,No Event,No Event,0
06-11-2015 21:00,1,-0.182716248,20151106211,-0.685183677,-0.236055476,-0.493928538,1.152025101,Friday,0,No Event,No Event,0
06-11-2015 22:00,1,-0.327295627,20151106221,-0.794060511,-0.236055476,-0.590552849,1.276980315,Friday,0,No Event,No Event,0
06-11-2015 23:00,1,-0.279102501,20151106231,-0.902937345,-0.236055476,-0.707882369,1.383923967,Friday,0,No Event,No Event,0
07-11-2015 00:00,1,-0.327295627,20151107001,-0.951327049,-0.236055476,-0.611258059,1.393680229,Saturday,1,No Event,No Event,0
07-11-2015 01:00,1,-0.327295627,20151107011,-0.999716753,-0.236055476,-0.56984764,1.384674448,Saturday,1,No Event,No Event,0
07-11-2015 02:00,1,-0.616454387,20151107021,-1.058475679,-0.236055476,-0.659570214,1.381672521,Saturday,1,No Event,No Event,0
07-11-2015 03:00,1,-0.664647514,20151107031,-1.118962809,-0.236055476,-0.721685842,1.383923967,Saturday,1,No Event,No Event,0
07-11-2015 04:00,1,-0.712840641,20151107041,-1.175993531,-0.236055476,-0.769997998,1.382423003,Saturday,1,No Event,No Event,0
07-11-2015 05:00,1,-0.761033767,20151107051,-1.229567847,-0.236055476,-0.756194525,1.376043908,Saturday,1,No Event,No Event,0
07-11-2015 06:00,1,-0.664647514,20151107061,-1.172537124,-0.236055476,-0.321385126,1.225947555,Saturday,1,No Event,No Event,0
07-11-2015 07:00,1,-0.712840641,20151107071,-0.773322066,-0.236055476,0.175539902,0.640571777,Saturday,1,No Event,No Event,0
07-11-2015 08:00,1,-0.520068134,20151107081,-0.242763527,-0.236055476,0.845008342,-0.040865666,Saturday,1,No Event,No Event,0
07-11-2015 09:00,1,-0.471875007,20151107091,0.132256679,-0.236055476,1.252210795,-0.305785729,Saturday,1,No Event,No Event,0
07-11-2015 10:00,1,-0.279102501,20151107101,0.391487236,-0.236055476,1.32122816,-0.392091133,Saturday,1,No Event,No Event,0
07-11-2015 11:00,1,-0.423681881,20151107111,0.578133237,-0.236055476,1.224603849,-0.426613294,Saturday,1,No Event,No Event,0
07-11-2015 12:00,1,-0.423681881,20151107121,0.669728034,-0.236055476,1.052060437,-0.424737089,Saturday,1,No Event,No Event,0
07-11-2015 13:00,1,-0.423681881,20151107131,0.671456237,-0.234701702,0.893320498,-0.393967337,Saturday,1,No Event,No Event,0
07-11-2015 14:00,1,-0.423681881,20151107141,0.559122996,-0.234701702,0.713875349,-0.302783802,Saturday,1,No Event,No Event,0
07-11-2015 15:00,1,-0.568261261,20151107151,0.336184717,-0.234701702,0.479216308,-0.125294865,Saturday,1,No Event,No Event,0
07-11-2015 16:00,1,-0.375488754,20151107161,0.097692605,-0.234701702,0.072013855,0.132870863,Saturday,1,No Event,No Event,0
07-11-2015 17:00,1,-0.471875007,20151107171,-0.223753286,-0.233347928,-0.590552849,0.555392097,Saturday,1,No Event,No Event,0
07-11-2015 18:00,1,-0.520068134,20151107181,-0.403486472,-0.231994154,-0.493928538,0.756145969,Saturday,1,No Event,No Event,0
07-11-2015 19:00,1,-0.279102501,20151107191,-0.524460732,-0.231994154,-0.362795545,0.893108892,Saturday,1,No Event,No Event,0
07-11-2015 20:00,1,-0.230909374,20151107201,-0.631609362,-0.231994154,-0.252367761,1.015437419,Saturday,1,No Event,No Event,0
07-11-2015 21:00,1,-0.279102501,20151107211,-0.72838877,-0.231994154,-0.286876443,1.123506794,Saturday,1,No Event,No Event,0
07-11-2015 22:00,1,-0.327295627,20151107221,-0.818255363,-0.233347928,-0.342090335,1.222945628,Saturday,1,No Event,No Event,0
07-11-2015 23:00,1,-0.375488754,20151107231,-0.885655308,-0.234701702,-0.348992072,1.290113746,Saturday,1,No Event,No Event,0
08-11-2015 00:00,1,-0.471875007,20151108001,-0.916762975,-0.234701702,-0.300679916,1.305498622,Sunday,1,No Event,No Event,0
08-11-2015 01:00,1,-0.327295627,20151108011,-0.940957827,-0.234701702,-0.286876443,1.310001513,Sunday,1,No Event,No Event,0
08-11-2015 02:00,1,-0.568261261,20151108021,-0.978978308,-0.234701702,-0.404205964,1.332891206,Sunday,1,No Event,No Event,0
08-11-2015 03:00,1,-0.712840641,20151108031,-1.018726994,-0.234701702,-0.528437221,1.361784754,Sunday,1,No Event,No Event,0
08-11-2015 04:00,1,-0.616454387,20151108041,-1.044650049,-0.234701702,-0.556044167,1.382047762,Sunday,1,No Event,No Event,0
08-11-2015 05:00,1,-0.616454387,20151108051,-1.060203883,-0.234701702,-0.54914243,1.400809806,Sunday,1,No Event,No Event,0
08-11-2015 06:00,1,-0.616454387,20151108061,-0.949598845,-0.234701702,-0.086726085,1.284109892,Sunday,1,No Event,No Event,0
08-11-2015 07:00,1,-0.664647514,20151108071,-0.648891399,-0.233347928,0.741482295,0.943015929,Sunday,1,No Event,No Event,0
08-11-2015 08:00,1,-0.568261261,20151108081,-0.35164036,-0.023512961,1.245309059,0.577531309,Sunday,1,No Event,No Event,0
08-11-2015 09:00,1,-0.520068134,20151108091,-0.118332859,0.170076719,1.410950735,0.350885816,Sunday,1,No Event,No Event,0
08-11-2015 10:00,1,-0.230909374,20151108101,0.085595179,0.38803433,1.4799681,0.196286572,Sunday,1,No Event,No Event,0
08-11-2015 11:00,1,-0.423681881,20151108111,0.299892439,0.463845673,1.500673309,0.051818832,Sunday,1,No Event,No Event,0
08-11-2015 12:00,1,-0.279102501,20151108121,0.522830718,0.607345715,1.486869836,-0.082892645,Sunday,1,No Event,No Event,0
08-11-2015 13:00,1,-0.423681881,20151108131,0.59368707,0.803642942,1.438557681,-0.113287156,Sunday,1,No Event,No Event,0
08-11-2015 14:00,1,-0.423681881,20151108141,0.384574421,1.14614776,1.176291694,0.099099183,Sunday,1,No Event,No Event,0
08-11-2015 15:00,1,-0.423681881,20151108151,0.092507994,1.495421447,0.78979445,0.487848738,Sunday,1,No Event,No Event,0
08-11-2015 16:00,1,-0.520068134,20151108161,-0.175363582,1.270694966,0.23765553,0.891607928,Sunday,1,No Event,No Event,0
08-11-2015 17:00,1,-0.423681881,20151108171,-0.353368564,0.538303242,-0.279974707,1.161030882,Sunday,1,No Event,No Event,0
08-11-2015 18:00,1,-0.230909374,20151108181,-0.443235157,0.102388019,-0.210957342,1.251088694,Sunday,1,No Event,No Event,0
08-11-2015 19:00,1,-0.471875007,20151108191,-0.514091509,-0.114215818,-0.121234767,1.268349775,Sunday,1,No Event,No Event,0
08-11-2015 20:00,1,-0.327295627,20151108201,-0.581491454,-0.116923366,-0.15574345,1.278481278,Sunday,1,No Event,No Event,0
08-11-2015 21:00,1,-0.230909374,20151108211,-0.628152955,-0.068187502,0.030603436,1.274353629,Sunday,1,No Event,No Event,0
08-11-2015 22:00,1,-0.423681881,20151108221,-0.673086251,-0.039758249,0.368788524,1.276605074,Sunday,1,No Event,No Event,0
08-11-2015 23:00,1,-0.423681881,20151108231,-0.721475955,-0.054649763,0.424002416,1.288237541,Sunday,1,No Event,No Event,0
09-11-2015 00:00,1,-0.471875007,20151109001,-0.764681048,-0.1047394,0.382591997,1.297243323,Monday,0,No Event,No Event,0
09-11-2015 01:00,1,-0.375488754,20151109011,-0.802701529,-0.11150827,0.403297206,1.303997658,Monday,0,No Event,No Event,0
09-11-2015 02:00,1,-0.568261261,20151109021,-0.826896381,-0.093909208,0.361886787,1.30474814,Monday,0,No Event,No Event,0
09-11-2015 03:00,1,-0.616454387,20151109031,-0.847634826,-0.049234667,0.25836074,1.305123381,Monday,0,No Event,No Event,0
09-11-2015 04:00,1,-0.664647514,20151109041,-0.878742493,0.017100259,-0.052217402,1.327637834,Monday,0,No Event,No Event,0
09-11-2015 05:00,1,-0.712840641,20151109051,-0.902937345,0.076666314,-0.107431294,1.344898915,Monday,0,No Event,No Event,0
09-11-2015 06:00,1,-0.712840641,20151109061,-0.887383511,0.118633307,-0.024610456,1.331390243,Monday,0,No Event,No Event,0
09-11-2015 07:00,1,-0.616454387,20151109071,-0.787147696,0.130817273,0.299771159,1.276980315,Monday,0,No Event,No Event,0
09-11-2015 08:00,1,-0.568261261,20151109081,-0.616055529,2.560841572,0.679366666,1.167409977,Monday,0,No Event,No Event,0
09-11-2015 09:00,1,-0.279102501,20151109091,-0.273871193,3.050907753,1.259112532,0.804176802,Monday,0,No Event,No Event,0
09-11-2015 10:00,1,-0.182716248,20151109101,0.10460542,3.386643701,1.59729762,0.368522137,Monday,0,No Event,No Event,0
09-11-2015 11:00,1,-0.038136868,20151109111,0.163364346,4.116327878,1.73533235,0.275837639,Monday,0,No Event,No Event,0
